hh_id,region_name,region_id,latnum,longnum,sex_binary,age,eduyrs,hh_income,wt.by.ht,water_source,water_mins,hhid,hv001,hv006,hv007,hv009,hv012,hv014,hv021,hv023,hv024,hv025,hv040,hv201,hv204,hv205,hv206,hv207,hv208,hv209,hv213,hv214,hv215,hv221,hv225,hv235,hv270,hv104,hv105,hv106,hv107,hv108,hv109,hv111,hv113,hv121,hv124,region
36114,manicaland,167,9.0981922,7.5275731,male,15,9,richest,1.289543821,piped into dwelling,on premises,36114,36,5,2013,5,5,1,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to pit latrine,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,yes,NA,richest,male,15,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
36 15,manicaland,167,9.0981922,7.5275731,female,14,9,richest,-0.47517761,piped into dwelling,on premises,36 15,36,5,2013,7,7,0,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to pit latrine,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,NA,richest,female,14,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
36108,manicaland,167,9.0981922,7.5275731,female,9,5,richest,-1.497917213,piped into dwelling,on premises,36108,36,5,2013,5,5,1,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to pit latrine,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,yes,NA,richest,female,9,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
36 63,manicaland,167,9.0981922,7.5275731,male,12,5,richest,0.027866043,piped into dwelling,on premises,36 63,36,5,2013,8,8,0,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - carpet,finished - bricks,finished - cement,no,no,NA,richest,male,12,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
36 43,manicaland,167,9.0981922,7.5275731,male,8,3,richest,-0.105645728,piped into dwelling,on premises,36 43,36,5,2013,8,8,1,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to septic tank,yes,yes,yes,yes,finished - carpet,finished - cement blocks,finished - metal,no,no,NA,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
36103,manicaland,167,9.0981922,7.5275731,female,7,2,richest,1.048965908,piped to yard/plot,on premises,36103,36,5,2013,7,7,1,36,28,manicaland,urban,535,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,yes,NA,richest,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
36 91,manicaland,167,9.0981922,7.5275731,female,8,2,richest,-1.479976526,piped into dwelling,on premises,36 91,36,5,2013,5,5,1,36,28,manicaland,urban,535,piped into dwelling,on premises,flush to pit latrine,yes,yes,yes,yes,finished - carpet,finished - cement blocks,finished - metal,no,yes,NA,richest,female,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
36 83,manicaland,167,9.0981922,7.5275731,female,10,3,richest,-2.321295584,piped to yard/plot,on premises,36 83,36,5,2013,5,5,1,36,28,manicaland,urban,535,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,NA,richest,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
36 12,manicaland,167,9.0981922,7.5275731,male,14,7,richest,-0.148171381,tube well or borehole,10,36 12,36,5,2013,5,5,0,36,28,manicaland,urban,535,tube well or borehole,10,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,yes,elsewhere,richest,male,14,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
37 49,manicaland,167,9.044939,7.4940662,male,13,8,richest,-0.674215305,tube well or borehole,on premises,37 49,37,3,2013,12,12,1,37,28,manicaland,urban,489,tube well or borehole,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,male,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
37 93,manicaland,167,9.044939,7.4940662,female,11,7,richest,-0.97062028,piped into dwelling,on premises,37 93,37,3,2013,4,4,1,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,no,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,11,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
37 43,manicaland,167,9.044939,7.4940662,female,12,10,richest,-1.18785888,piped to yard/plot,on premises,37 43,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,female,12,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
37 49,manicaland,167,9.044939,7.4940662,male,15,9,richest,0.004980319,tube well or borehole,on premises,37 49,37,3,2013,12,12,1,37,28,manicaland,urban,489,tube well or borehole,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,male,15,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
37  3,manicaland,167,9.044939,7.4940662,female,13,8,richest,0.06885163,piped into dwelling,on premises,37  3,37,3,2013,5,5,1,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
37 55,manicaland,167,9.044939,7.4940662,female,13,9,richest,1.530618761,piped into dwelling,on premises,37 55,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,13,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
37 61,manicaland,167,9.044939,7.4940662,female,14,9,richest,1.246431927,public tap/standpipe,on premises,37 61,37,3,2013,6,6,1,37,28,manicaland,urban,489,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,14,secondary,2,8,incomplete secondary,yes,yes,attended at some time,9,167
37 43,manicaland,167,9.044939,7.4940662,female,14,10,richest,0.77025123,piped to yard/plot,on premises,37 43,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,female,14,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
37 84,manicaland,167,9.044939,7.4940662,female,11,0,richest,2.180257113,piped into dwelling,on premises,37 84,37,3,2013,4,4,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,no,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,11,primary,6,6,complete primary,yes,yes,no,0,167
37  9,manicaland,167,9.044939,7.4940662,female,9,3,richest,0.003993337,piped into dwelling,on premises,37  9,37,3,2013,5,5,2,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
37 43,manicaland,167,9.044939,7.4940662,male,9,5,richest,0.522281339,piped to yard/plot,on premises,37 43,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,male,9,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
37 43,manicaland,167,9.044939,7.4940662,male,8,3,richest,0.414262265,piped to yard/plot,on premises,37 43,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
37  9,manicaland,167,9.044939,7.4940662,female,14,7,richest,-0.576471652,piped into dwelling,on premises,37  9,37,3,2013,5,5,2,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,14,secondary,0,6,incomplete secondary,yes,yes,attended at some time,7,167
37 52,manicaland,167,9.044939,7.4940662,male,15,10,richest,1.134710268,piped into dwelling,on premises,37 52,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,NA,richest,male,15,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
37 61,manicaland,167,9.044939,7.4940662,female,12,6,richest,1.090048942,public tap/standpipe,on premises,37 61,37,3,2013,6,6,1,37,28,manicaland,urban,489,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,12,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
37 55,manicaland,167,9.044939,7.4940662,male,15,10,richest,1.08356672,piped into dwelling,on premises,37 55,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,male,15,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
37 75,manicaland,167,9.044939,7.4940662,male,9,4,richest,-0.372941117,piped into dwelling,on premises,37 75,37,3,2013,6,6,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
37 23,manicaland,167,9.044939,7.4940662,male,15,7,richest,1.642630184,bottled water,30,37 23,37,3,2013,2,2,0,37,28,manicaland,urban,489,bottled water,30,flush to piped sewer system,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richest,male,15,secondary,0,6,incomplete secondary,9,9,attended at some time,7,167
37 75,manicaland,167,9.044939,7.4940662,female,7,3,richest,1.568983777,piped into dwelling,on premises,37 75,37,3,2013,6,6,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
37 49,manicaland,167,9.044939,7.4940662,female,10,6,richest,-1.89091428,tube well or borehole,on premises,37 49,37,3,2013,12,12,1,37,28,manicaland,urban,489,tube well or borehole,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,10,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
37 61,manicaland,167,9.044939,7.4940662,female,9,5,richest,0.971423618,public tap/standpipe,on premises,37 61,37,3,2013,6,6,1,37,28,manicaland,urban,489,public tap/standpipe,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,in own yard/plot,richest,female,9,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
37 55,manicaland,167,9.044939,7.4940662,male,9,4,richest,-0.040485223,piped into dwelling,on premises,37 55,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
37131,manicaland,167,9.044939,7.4940662,female,15,8,richest,0.907545415,piped into dwelling,on premises,37131,37,3,2013,6,6,0,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,15,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
37102,manicaland,167,9.044939,7.4940662,female,13,0,richest,1.934975942,piped into dwelling,on premises,37102,37,3,2013,5,5,1,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,female,13,primary,6,6,complete primary,yes,yes,no,0,167
37  3,manicaland,167,9.044939,7.4940662,male,7,2,richest,-0.173084934,piped into dwelling,on premises,37  3,37,3,2013,5,5,1,37,28,manicaland,urban,489,piped into dwelling,on premises,flush to piped sewer system,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,no,NA,richest,male,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
37 43,manicaland,167,9.044939,7.4940662,female,10,0,richest,-1.184766732,piped to yard/plot,on premises,37 43,37,3,2013,7,7,0,37,28,manicaland,urban,489,piped to yard/plot,on premises,flush to septic tank,yes,yes,yes,yes,finished - ceramic tiles,finished - cement blocks,finished - metal,no,no,NA,richest,female,10,"no education, preschool",NA,0,no education,yes,yes,no,0,167
38  4,manicaland,167,9.075202,7.3275018,female,6,3,richest,-1.003922184,public tap/standpipe,5,38  4,38,2,2013,7,7,1,38,28,manicaland,urban,380,public tap/standpipe,5,no facility/bush/field,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richest,female,6,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38  7,manicaland,167,9.075202,7.3275018,female,8,4,richest,1.147174213,72,30,38  7,38,2,2013,4,4,0,38,28,manicaland,urban,380,72,30,no facility/bush/field,no,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,NA,elsewhere,richest,female,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
38100,manicaland,167,9.075202,7.3275018,male,6,2,richer,0.739359949,public tap/standpipe,10,38100,38,2,2013,5,5,2,38,28,manicaland,urban,380,public tap/standpipe,10,pit latrine with slab,no,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,male,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
38  7,manicaland,167,9.075202,7.3275018,female,14,8,richest,2.333674134,72,30,38  7,38,2,2013,4,4,0,38,28,manicaland,urban,380,72,30,no facility/bush/field,no,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,NA,elsewhere,richest,female,14,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
38 51,manicaland,167,9.075202,7.3275018,male,15,8,middle,-3.025067204,public tap/standpipe,15,38 51,38,2,2013,5,5,0,38,28,manicaland,urban,380,public tap/standpipe,15,no facility/bush/field,no,no,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,male,15,secondary,1,7,incomplete secondary,no,no,attended at some time,8,167
38 72,manicaland,167,9.075202,7.3275018,female,9,3,middle,-0.140610209,public tap/standpipe,10,38 72,38,2,2013,8,8,1,38,28,manicaland,urban,380,public tap/standpipe,10,no facility/bush/field,no,no,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38 48,manicaland,167,9.075202,7.3275018,female,13,8,richer,0.331977108,public tap/standpipe,8,38 48,38,2,2013,2,2,0,38,28,manicaland,urban,380,public tap/standpipe,8,flush to pit latrine,yes,no,no,no,finished - carpet,finished - cement,finished - metal,no,yes,elsewhere,richer,female,13,secondary,1,7,incomplete secondary,yes,no,attended at some time,8,167
38 92,manicaland,167,9.075202,7.3275018,female,6,1,richer,2.220566873,public tap/standpipe,3,38 92,38,2,2013,6,6,3,38,28,manicaland,urban,380,public tap/standpipe,3,no facility/bush/field,yes,yes,yes,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,richer,female,6,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
38 35,manicaland,167,9.075202,7.3275018,female,8,2,richer,-1.148953067,public tap/standpipe,10,38 35,38,2,2013,4,4,0,38,28,manicaland,urban,380,public tap/standpipe,10,flush to pit latrine,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richer,female,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
38 35,manicaland,167,9.075202,7.3275018,male,10,3,richer,-0.933384508,public tap/standpipe,10,38 35,38,2,2013,4,4,0,38,28,manicaland,urban,380,public tap/standpipe,10,flush to pit latrine,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richer,male,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38  4,manicaland,167,9.075202,7.3275018,male,8,3,richest,-0.739609243,public tap/standpipe,5,38  4,38,2,2013,7,7,1,38,28,manicaland,urban,380,public tap/standpipe,5,no facility/bush/field,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38 35,manicaland,167,9.075202,7.3275018,male,15,7,richer,0.806058236,public tap/standpipe,10,38 35,38,2,2013,4,4,0,38,28,manicaland,urban,380,public tap/standpipe,10,flush to pit latrine,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richer,male,15,primary,6,6,complete primary,yes,yes,attended at some time,7,167
38 72,manicaland,167,9.075202,7.3275018,female,13,8,middle,-0.033635087,public tap/standpipe,10,38 72,38,2,2013,8,8,1,38,28,manicaland,urban,380,public tap/standpipe,10,no facility/bush/field,no,no,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
38  4,manicaland,167,9.075202,7.3275018,male,10,6,richest,-0.171372023,public tap/standpipe,5,38  4,38,2,2013,7,7,1,38,28,manicaland,urban,380,public tap/standpipe,5,no facility/bush/field,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richest,male,10,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
38116,manicaland,167,9.075202,7.3275018,male,8,3,richer,0.742766616,tube well or borehole,5,38116,38,2,2013,3,3,0,38,28,manicaland,urban,380,tube well or borehole,5,ventilated improved pit latrine (vip),no,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,richer,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38  4,manicaland,167,9.075202,7.3275018,female,14,8,richest,-1.248320869,public tap/standpipe,5,38  4,38,2,2013,7,7,1,38,28,manicaland,urban,380,public tap/standpipe,5,no facility/bush/field,no,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,NA,elsewhere,richest,female,14,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
38 72,manicaland,167,9.075202,7.3275018,male,11,6,middle,-0.428614925,public tap/standpipe,10,38 72,38,2,2013,8,8,1,38,28,manicaland,urban,380,public tap/standpipe,10,no facility/bush/field,no,no,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,11,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
38 59,manicaland,167,9.075202,7.3275018,male,6,2,richest,-2.483710799,public tap/standpipe,5,38 59,38,2,2013,5,5,1,38,28,manicaland,urban,380,public tap/standpipe,5,flush to pit latrine,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,male,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
38 87,manicaland,167,9.075202,7.3275018,male,8,3,richest,-0.856124401,public tap/standpipe,15,38 87,38,2,2013,5,5,2,38,28,manicaland,urban,380,public tap/standpipe,15,flush to pit latrine,yes,yes,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richest,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
38 59,manicaland,167,9.075202,7.3275018,female,9,2,richest,-0.223080386,public tap/standpipe,5,38 59,38,2,2013,5,5,1,38,28,manicaland,urban,380,public tap/standpipe,5,flush to pit latrine,yes,no,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,female,9,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
39129,manicaland,167,8.9744568,7.3747158,male,6,2,richest,0.805521254,72,10,39129,39,3,2013,4,4,1,39,28,manicaland,urban,420,72,10,flush to pit latrine,yes,yes,yes,yes,finished - ceramic tiles,finished - cement,finished - metal,no,yes,elsewhere,richest,male,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
39307,manicaland,167,8.9744568,7.3747158,female,6,1,richest,-0.157879856,public tap/standpipe,60,39307,39,3,2013,5,5,0,39,28,manicaland,urban,420,public tap/standpipe,60,pit latrine with slab,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,6,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
39108,manicaland,167,8.9744568,7.3747158,male,11,4,richest,1.343525633,tube well or borehole,5,39108,39,3,2013,3,3,0,39,28,manicaland,urban,420,tube well or borehole,5,flush to septic tank,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richest,male,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
39136,manicaland,167,8.9744568,7.3747158,female,6,2,richest,-0.05871662,tube well or borehole,10,39136,39,3,2013,6,6,1,39,28,manicaland,urban,420,tube well or borehole,10,flush to septic tank,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
39300,manicaland,167,8.9744568,7.3747158,female,9,4,richest,-1.78677265,tube well or borehole,5,39300,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,5,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,female,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
39101,manicaland,167,8.9744568,7.3747158,female,7,1,richest,-1.479811114,tube well or borehole,1,39101,39,3,2013,4,4,1,39,28,manicaland,urban,420,tube well or borehole,1,flush to pit latrine,yes,yes,yes,yes,finished - carpet,finished - cement blocks,finished - metal,no,yes,elsewhere,richest,female,7,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
39300,manicaland,167,8.9744568,7.3747158,male,8,2,richest,-0.64513412,tube well or borehole,5,39300,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,5,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,richest,male,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
39243,manicaland,167,8.9744568,7.3747158,male,9,7,richest,-1.320017738,72,3,39243,39,3,2013,4,4,0,39,28,manicaland,urban,420,72,3,flush to piped sewer system,yes,yes,no,no,finished - ceramic tiles,finished - cement,finished - metal,no,no,elsewhere,richest,male,9,primary,6,6,complete primary,yes,yes,attended at some time,7,167
39 80,manicaland,167,8.9744568,7.3747158,male,14,10,richest,0.959980681,72,5,39 80,39,3,2013,2,2,0,39,28,manicaland,urban,420,72,5,flush to pit latrine,yes,yes,yes,yes,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richest,male,14,secondary,3,9,incomplete secondary,9,9,attended at some time,10,167
39179,manicaland,167,8.9744568,7.3747158,female,12,5,richest,-1.675610456,72,don't know,39179,39,3,2013,6,4,2,39,28,manicaland,urban,420,72,don't know,pit latrine with slab,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,12,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
39 37,manicaland,167,8.9744568,7.3747158,male,9,3,richest,-0.172331299,tube well or borehole,30,39 37,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,30,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,male,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
39136,manicaland,167,8.9744568,7.3747158,male,8,4,richest,0.4916051,tube well or borehole,10,39136,39,3,2013,6,6,1,39,28,manicaland,urban,420,tube well or borehole,10,flush to septic tank,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,male,8,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
39307,manicaland,167,8.9744568,7.3747158,male,12,7,richest,0.785805118,public tap/standpipe,60,39307,39,3,2013,5,5,0,39,28,manicaland,urban,420,public tap/standpipe,60,pit latrine with slab,yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,male,12,primary,6,6,complete primary,yes,yes,attended at some time,7,167
39 37,manicaland,167,8.9744568,7.3747158,female,8,3,richest,0.265378673,tube well or borehole,30,39 37,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,30,flush to pit latrine,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richest,female,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
39243,manicaland,167,8.9744568,7.3747158,female,7,4,richest,-0.680030623,72,3,39243,39,3,2013,4,4,0,39,28,manicaland,urban,420,72,3,flush to piped sewer system,yes,yes,no,no,finished - ceramic tiles,finished - cement,finished - metal,no,no,elsewhere,richest,female,7,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
39 94,manicaland,167,8.9744568,7.3747158,female,10,1,richer,-1.640500201,tube well or borehole,5,39 94,39,3,2013,7,7,2,39,28,manicaland,urban,420,tube well or borehole,5,ventilated improved pit latrine (vip),yes,no,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richer,female,10,primary,0,0,incomplete primary,yes,yes,attended at some time,1,167
39 87,manicaland,167,8.9744568,7.3747158,female,7,5,richest,-0.729717549,public tap/standpipe,5,39 87,39,3,2013,5,5,1,39,28,manicaland,urban,420,public tap/standpipe,5,flush to septic tank,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,richest,female,7,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
39 94,manicaland,167,8.9744568,7.3747158,male,7,0,richer,0.736601049,tube well or borehole,5,39 94,39,3,2013,7,7,2,39,28,manicaland,urban,420,tube well or borehole,5,ventilated improved pit latrine (vip),yes,no,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richer,male,7,"no education, preschool",NA,0,no education,yes,yes,no,0,167
39 87,manicaland,167,8.9744568,7.3747158,male,10,8,richest,1.463040204,public tap/standpipe,5,39 87,39,3,2013,5,5,1,39,28,manicaland,urban,420,public tap/standpipe,5,flush to septic tank,yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,richest,male,10,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
39 94,manicaland,167,8.9744568,7.3747158,female,12,3,richer,-0.606519188,tube well or borehole,5,39 94,39,3,2013,7,7,2,39,28,manicaland,urban,420,tube well or borehole,5,ventilated improved pit latrine (vip),yes,no,yes,no,finished - carpet,finished - cement,finished - metal,no,no,elsewhere,richer,female,12,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
39  1,manicaland,167,8.9744568,7.3747158,female,9,5,richest,0.076574665,tube well or borehole,3,39  1,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,3,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richest,female,9,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
39  1,manicaland,167,8.9744568,7.3747158,female,12,10,richest,-0.768755636,tube well or borehole,3,39  1,39,3,2013,5,5,1,39,28,manicaland,urban,420,tube well or borehole,3,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richest,female,12,secondary,3,9,incomplete secondary,yes,yes,attended at some time,10,167
