hh_id,region_name,region_id,latnum,longnum,sex_binary,age,eduyrs,hh_income,wt.by.ht,water_source,water_mins,hhid,hv001,hv006,hv007,hv009,hv012,hv014,hv021,hv023,hv024,hv025,hv040,hv201,hv204,hv205,hv206,hv207,hv208,hv209,hv213,hv214,hv215,hv221,hv225,hv235,hv270,hv104,hv105,hv106,hv107,hv108,hv109,hv111,hv113,hv121,hv124,region
133 11,manicaland,167,9.2430763,5.7342758,male,11,2,middle,0.618997816,tube well or borehole,5,133 11,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,5,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,middle,male,11,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 38,manicaland,167,9.2430763,5.7342758,female,9,1,middle,-0.587605064,tube well or borehole,12,133 38,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,12,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,9,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
133 38,manicaland,167,9.2430763,5.7342758,female,7,0,middle,-0.727398706,tube well or borehole,12,133 38,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,12,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,female,7,"no education, preschool",NA,0,no education,yes,yes,attended at some time,0,167
133 38,manicaland,167,9.2430763,5.7342758,male,14,8,middle,-1.285813418,tube well or borehole,12,133 38,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,12,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,14,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133 68,manicaland,167,9.2430763,5.7342758,male,9,4,middle,-1.704803144,river/dam/lake/ponds/stream/canal/irrigation channel,30,133 68,133,4,2013,5,5,2,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,yes,NA,elsewhere,middle,male,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 50,manicaland,167,9.2430763,5.7342758,female,13,6,richer,1.002751081,tube well or borehole,15,133 50,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 40,manicaland,167,9.2430763,5.7342758,male,9,2,middle,1.397037034,tube well or borehole,10,133 40,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,10,no facility/bush/field,yes,no,yes,no,natural - earth / sand,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,9,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 21,manicaland,167,9.2430763,5.7342758,male,8,2,richer,1.1012989,tube well or borehole,6,133 21,133,4,2013,6,6,2,133,25,manicaland,rural,120,tube well or borehole,6,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 54,manicaland,167,9.2430763,5.7342758,female,6,2,richer,1.020516955,tube well or borehole,20,133 54,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 42,manicaland,167,9.2430763,5.7342758,male,12,5,richer,-0.214544593,tube well or borehole,on premises,133 42,133,4,2013,9,9,1,133,25,manicaland,rural,120,tube well or borehole,on premises,ventilated improved pit latrine (vip),yes,yes,yes,yes,natural - earth / sand,finished - cement,finished - metal,no,no,in own dwelling,richer,male,12,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
133 44,manicaland,167,9.2430763,5.7342758,female,7,2,middle,-2.399139009,tube well or borehole,5,133 44,133,4,2013,10,10,2,133,25,manicaland,rural,120,tube well or borehole,5,no facility/bush/field,yes,yes,yes,no,natural - earth / sand,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 81,manicaland,167,9.2430763,5.7342758,male,9,3,richer,0.10219725,river/dam/lake/ponds/stream/canal/irrigation channel,30,133 81,133,4,2013,9,9,2,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,yes,yes,elsewhere,richer,male,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 46,manicaland,167,9.2430763,5.7342758,female,12,7,middle,1.133144104,tube well or borehole,10,133 46,133,4,2013,3,3,0,133,25,manicaland,rural,120,tube well or borehole,10,no facility/bush/field,yes,yes,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,female,12,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 17,manicaland,167,9.2430763,5.7342758,female,10,4,middle,0.203564897,tube well or borehole,26,133 17,133,4,2013,3,3,0,133,25,manicaland,rural,120,tube well or borehole,26,ventilated improved pit latrine (vip),yes,yes,no,no,natural - earth / sand,finished - cement,finished - metal,no,yes,elsewhere,middle,female,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 81,manicaland,167,9.2430763,5.7342758,female,7,2,richer,0.707431415,river/dam/lake/ponds/stream/canal/irrigation channel,30,133 81,133,4,2013,9,9,2,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,yes,yes,elsewhere,richer,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 71,manicaland,167,9.2430763,5.7342758,female,13,8,richer,0.894327305,tube well or borehole,20,133 71,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,20,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,yes,elsewhere,richer,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133  3,manicaland,167,9.2430763,5.7342758,male,8,3,middle,-1.263023722,tube well or borehole,30,133  3,133,4,2013,10,10,4,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,middle,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 13,manicaland,167,9.2430763,5.7342758,male,12,3,middle,-0.903857073,tube well or borehole,20,133 13,133,4,2013,10,10,0,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,middle,male,12,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 71,manicaland,167,9.2430763,5.7342758,female,10,4,richer,-1.629589901,tube well or borehole,20,133 71,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,20,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,yes,elsewhere,richer,female,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 73,manicaland,167,9.2430763,5.7342758,female,8,0,middle,-3.030715896,river/dam/lake/ponds/stream/canal/irrigation channel,20,133 73,133,4,2013,5,5,0,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,20,flush to pit latrine,yes,no,no,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,middle,female,8,"no education, preschool",NA,0,no education,yes,yes,no,0,167
133 48,manicaland,167,9.2430763,5.7342758,male,15,7,middle,-0.78333239,tube well or borehole,10,133 48,133,4,2013,8,8,2,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,15,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133  3,manicaland,167,9.2430763,5.7342758,male,8,2,middle,2.854858518,tube well or borehole,30,133  3,133,4,2013,10,10,4,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,middle,male,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 62,manicaland,167,9.2430763,5.7342758,female,8,2,middle,-0.795952414,tube well or borehole,30,133 62,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 91,manicaland,167,9.2430763,5.7342758,female,10,4,richer,-0.781783755,tube well or borehole,15,133 91,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 15,manicaland,167,9.2430763,5.7342758,female,11,3,richer,-0.529922009,tube well or borehole,10,133 15,133,4,2013,6,6,2,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,richer,female,11,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133  3,manicaland,167,9.2430763,5.7342758,female,6,2,middle,-1.321317939,tube well or borehole,30,133  3,133,4,2013,10,10,4,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,middle,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 79,manicaland,167,9.2430763,5.7342758,male,13,4,richer,-1.410604657,tube well or borehole,20,133 79,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,no,yes,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,13,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 54,manicaland,167,9.2430763,5.7342758,male,8,3,richer,1.319588797,tube well or borehole,20,133 54,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 11,manicaland,167,9.2430763,5.7342758,female,15,7,middle,-0.899815928,tube well or borehole,5,133 11,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,5,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,middle,female,15,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 28,manicaland,167,9.2430763,5.7342758,male,10,2,richer,0.536983474,tube well or borehole,4,133 28,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,4,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,richer,male,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 21,manicaland,167,9.2430763,5.7342758,male,14,7,richer,-0.708375552,tube well or borehole,6,133 21,133,4,2013,6,6,2,133,25,manicaland,rural,120,tube well or borehole,6,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,14,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 56,manicaland,167,9.2430763,5.7342758,male,13,6,middle,0.22079734,tube well or borehole,5,133 56,133,4,2013,8,8,0,133,25,manicaland,rural,120,tube well or borehole,5,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 58,manicaland,167,9.2430763,5.7342758,female,13,4,middle,0.816576617,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,13,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 11,manicaland,167,9.2430763,5.7342758,female,8,2,middle,-0.320551258,tube well or borehole,5,133 11,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,5,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,middle,female,8,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 87,manicaland,167,9.2430763,5.7342758,male,13,7,richer,0.969202294,tube well or borehole,30,133 87,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,13,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 50,manicaland,167,9.2430763,5.7342758,male,6,0,richer,-0.676396389,tube well or borehole,15,133 50,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,6,"no education, preschool",NA,0,no education,yes,yes,no,0,167
133 40,manicaland,167,9.2430763,5.7342758,male,13,5,middle,-0.602753537,tube well or borehole,10,133 40,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,10,no facility/bush/field,yes,no,yes,no,natural - earth / sand,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,13,primary,4,4,incomplete primary,yes,yes,attended at some time,5,167
133 38,manicaland,167,9.2430763,5.7342758,male,12,4,middle,1.484514951,tube well or borehole,12,133 38,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,12,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,12,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 61,manicaland,167,9.2430763,5.7342758,male,11,4,middle,1.15533854,tube well or borehole,6,133 61,133,4,2013,7,7,0,133,25,manicaland,rural,120,tube well or borehole,6,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133  7,manicaland,167,9.2430763,5.7342758,male,14,8,middle,0.583313164,tube well or borehole,20,133  7,133,4,2013,5,5,0,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,no,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,NA,elsewhere,middle,male,14,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133 79,manicaland,167,9.2430763,5.7342758,female,7,3,richer,0.012660096,tube well or borehole,20,133 79,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,no,yes,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,7,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 58,manicaland,167,9.2430763,5.7342758,male,13,8,middle,0.701316913,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,male,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133 71,manicaland,167,9.2430763,5.7342758,female,8,1,richer,0.898743823,tube well or borehole,20,133 71,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,20,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement,finished - tiles,no,yes,elsewhere,richer,female,8,"no education, preschool",NA,0,no education,yes,yes,attended at some time,1,167
133 62,manicaland,167,9.2430763,5.7342758,female,10,3,middle,-0.339982527,tube well or borehole,30,133 62,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,10,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 62,manicaland,167,9.2430763,5.7342758,female,12,4,middle,-1.509856738,tube well or borehole,30,133 62,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,12,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 61,manicaland,167,9.2430763,5.7342758,male,13,6,middle,-0.373652187,tube well or borehole,6,133 61,133,4,2013,7,7,0,133,25,manicaland,rural,120,tube well or borehole,6,no facility/bush/field,yes,no,no,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,middle,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 58,manicaland,167,9.2430763,5.7342758,female,6,2,middle,0.045849231,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,6,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133  1,manicaland,167,9.2430763,5.7342758,female,6,3,richer,0.141843473,tube well or borehole,20,133  1,133,4,2013,9,9,0,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,6,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 89,manicaland,167,9.2430763,5.7342758,male,10,4,middle,0.811302902,tube well or borehole,20,133 89,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,no,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,male,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 19,manicaland,167,9.2430763,5.7342758,male,11,2,poorer,1.192007161,tube well or borehole,25,133 19,133,4,2013,4,4,0,133,25,manicaland,rural,120,tube well or borehole,25,ventilated improved pit latrine (vip),yes,no,no,no,natural - earth / sand,rudimentary - stone with mud,finished - metal,no,no,elsewhere,poorer,male,11,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 56,manicaland,167,9.2430763,5.7342758,male,15,7,middle,-0.859441133,tube well or borehole,5,133 56,133,4,2013,8,8,0,133,25,manicaland,rural,120,tube well or borehole,5,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,15,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 81,manicaland,167,9.2430763,5.7342758,male,10,2,richer,0.348031275,river/dam/lake/ponds/stream/canal/irrigation channel,30,133 81,133,4,2013,9,9,2,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,yes,yes,elsewhere,richer,male,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 54,manicaland,167,9.2430763,5.7342758,male,11,4,richer,-1.092958482,tube well or borehole,20,133 54,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,male,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 52,manicaland,167,9.2430763,5.7342758,female,15,7,middle,-0.450975136,tube well or borehole,10,133 52,133,4,2013,6,6,0,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,no,no,natural - earth / sand,finished - cement blocks,finished - metal,no,no,elsewhere,middle,female,15,primary,6,6,complete primary,yes,yes,attended at some time,7,167
133 58,manicaland,167,9.2430763,5.7342758,male,8,3,middle,0.17093231,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,male,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 58,manicaland,167,9.2430763,5.7342758,female,11,4,middle,0.108235171,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,female,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 48,manicaland,167,9.2430763,5.7342758,male,11,4,middle,0.58047123,tube well or borehole,10,133 48,133,4,2013,8,8,2,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,11,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 48,manicaland,167,9.2430763,5.7342758,male,13,6,middle,1.04587,tube well or borehole,10,133 48,133,4,2013,8,8,2,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,no,elsewhere,middle,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 32,manicaland,167,9.2430763,5.7342758,female,10,2,richer,0.423190223,tube well or borehole,10,133 32,133,4,2013,3,3,0,133,25,manicaland,rural,120,tube well or borehole,10,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,no,yes,elsewhere,richer,female,10,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 42,manicaland,167,9.2430763,5.7342758,male,14,6,richer,-2.683982565,tube well or borehole,on premises,133 42,133,4,2013,9,9,1,133,25,manicaland,rural,120,tube well or borehole,on premises,ventilated improved pit latrine (vip),yes,yes,yes,yes,natural - earth / sand,finished - cement,finished - metal,no,no,in own dwelling,richer,male,14,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 30,manicaland,167,9.2430763,5.7342758,female,13,8,middle,-0.006953941,tube well or borehole,30,133 30,133,4,2013,4,4,0,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133 28,manicaland,167,9.2430763,5.7342758,female,12,6,richer,-0.283660567,tube well or borehole,4,133 28,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,4,ventilated improved pit latrine (vip),yes,yes,yes,no,finished - cement,rudimentary - stone with mud,finished - metal,no,yes,elsewhere,richer,female,12,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 13,manicaland,167,9.2430763,5.7342758,male,12,3,middle,1.472405913,tube well or borehole,20,133 13,133,4,2013,10,10,0,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,no,elsewhere,middle,male,12,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133  9,manicaland,167,9.2430763,5.7342758,female,13,8,richer,-1.113046207,tube well or borehole,20,133  9,133,4,2013,7,7,2,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,13,secondary,1,7,incomplete secondary,yes,yes,attended at some time,8,167
133 81,manicaland,167,9.2430763,5.7342758,female,12,4,richer,-1.557922723,river/dam/lake/ponds/stream/canal/irrigation channel,30,133 81,133,4,2013,9,9,2,133,25,manicaland,rural,120,river/dam/lake/ponds/stream/canal/irrigation channel,30,pit latrine without slab/open pit,yes,yes,yes,no,finished - cement,finished - cement blocks,finished - metal,yes,yes,elsewhere,richer,female,12,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133  1,manicaland,167,9.2430763,5.7342758,male,14,6,richer,0.127805081,tube well or borehole,20,133  1,133,4,2013,9,9,0,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,14,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133  1,manicaland,167,9.2430763,5.7342758,female,9,4,richer,1.496215209,tube well or borehole,20,133  1,133,4,2013,9,9,0,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,female,9,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
133 40,manicaland,167,9.2430763,5.7342758,male,11,3,middle,-0.409695951,tube well or borehole,10,133 40,133,4,2013,8,8,1,133,25,manicaland,rural,120,tube well or borehole,10,no facility/bush/field,yes,no,yes,no,natural - earth / sand,finished - cement blocks,finished - metal,no,NA,elsewhere,middle,male,11,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 91,manicaland,167,9.2430763,5.7342758,male,13,6,richer,-0.92206752,tube well or borehole,15,133 91,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,15,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 89,manicaland,167,9.2430763,5.7342758,female,7,2,middle,-0.363574274,tube well or borehole,20,133 89,133,4,2013,6,6,1,133,25,manicaland,rural,120,tube well or borehole,20,no facility/bush/field,yes,no,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,female,7,primary,1,1,incomplete primary,yes,yes,attended at some time,2,167
133 87,manicaland,167,9.2430763,5.7342758,male,9,3,richer,-0.828999557,tube well or borehole,30,133 87,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,9,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 30,manicaland,167,9.2430763,5.7342758,female,8,3,middle,-0.079328277,tube well or borehole,30,133 30,133,4,2013,4,4,0,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,no,no,natural - earth / sand,finished - cement,finished - metal,no,NA,elsewhere,middle,female,8,primary,2,2,incomplete primary,yes,yes,attended at some time,3,167
133 54,manicaland,167,9.2430763,5.7342758,female,13,6,richer,-0.780589249,tube well or borehole,20,133 54,133,4,2013,7,7,1,133,25,manicaland,rural,120,tube well or borehole,20,ventilated improved pit latrine (vip),yes,yes,yes,yes,finished - cement,finished - cement,finished - metal,no,no,elsewhere,richer,female,13,primary,5,5,incomplete primary,yes,yes,attended at some time,6,167
133 58,manicaland,167,9.2430763,5.7342758,male,9,4,middle,-1.278044403,tube well or borehole,30,133 58,133,4,2013,16,16,2,133,25,manicaland,rural,120,tube well or borehole,30,ventilated improved pit latrine (vip),yes,yes,no,no,finished - cement,finished - cement,finished - metal,no,yes,elsewhere,middle,male,9,primary,3,3,incomplete primary,yes,no,attended at some time,4,167
133 87,manicaland,167,9.2430763,5.7342758,male,10,4,richer,1.23238073,tube well or borehole,30,133 87,133,4,2013,9,9,2,133,25,manicaland,rural,120,tube well or borehole,30,no facility/bush/field,yes,yes,yes,no,finished - cement,finished - cement,finished - metal,no,NA,elsewhere,richer,male,10,primary,3,3,incomplete primary,yes,yes,attended at some time,4,167
